AccountID,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerOccupation,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount,TransactionAmount_log,Hour_sin,Hour_cos,DayOfWeek_sin,DayOfWeek_cos
25,1,0,434,285,70,1,3,-1.49949295554867,0.8056729829801335,-0.2067936485059295,-0.3091747833669045,90.88,4.520483377820898,-0.8660254037844385,-0.5000000000000004,0.0,1.0
437,1,19,530,123,10,0,3,-0.9935525520109589,0.37679416857728215,-0.2067936485059295,-0.9927303108425009,210.45,5.353988563918498,-0.8660254037844385,-0.5000000000000004,0.0,1.0
322,0,30,267,96,32,1,2,1.7610118672499127,0.6913052991393731,-0.2067936485059295,-0.6955378293171466,322.96,5.780620051380789,-0.8660254037844385,-0.5000000000000004,0.0,1.0
276,0,20,633,13,18,2,2,1.5923650660706756,-1.1385776423127922,-0.2067936485059295,-0.5364343433703535,388.1,5.963836379990508,-1.0,-1.8369701987210297e-16,0.0,1.0
487,1,20,579,442,22,1,1,-0.9935525520109589,-1.0813938003924122,-0.2067936485059295,-0.5938601048121906,17.07,2.8942531046041373,-0.9659258262890683,-0.25881904510252063,0.0,1.0
225,1,24,197,269,43,2,2,1.1988558633191224,-0.33800385542746997,-0.2067936485059295,-0.22769363531760556,289.01,5.669915405144624,-0.8660254037844385,-0.5000000000000004,0.0,1.0
33,1,42,413,498,58,0,2,1.5923650660706756,-0.42377961830804023,-0.2067936485059295,-0.26797140852338414,211.18,5.357434971031125,-0.8660254037844385,-0.5000000000000004,0.0,1.0
199,1,39,455,498,39,2,3,-1.330846154369433,0.40538608953747224,-0.2067936485059295,-1.1056485826600886,91.85,4.530985287798715,-0.8660254037844385,-0.5000000000000004,0.0,1.0
408,1,15,50,543,44,1,3,-1.330846154369433,-0.06638060630566417,1.4528410002061958,-1.2167489831171252,365.7,5.90454407507728,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
77,1,22,232,103,35,2,1,-0.9935525520109589,1.020112390181559,-0.2067936485059295,0.5505911943962422,58.77,4.0905038628361625,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
238,1,6,74,283,28,1,1,-0.7124745500455638,0.14805880089576146,-0.2067936485059295,0.857624282807062,35.16,3.5879535355239756,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
399,1,3,148,236,25,2,0,0.5242686586021743,1.9779417423479269,-0.2067936485059295,0.7281272293007247,63.98,4.174079530240954,-0.8660254037844385,-0.5000000000000004,0.0,1.0
386,1,5,198,377,13,1,0,-0.03788734532861574,-1.1099857213526023,-0.2067936485059295,0.1946678787597694,131.56,4.887035373118308,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
192,0,25,429,488,94,2,2,1.5361494656775965,-0.695402867429846,3.1124756489183207,-0.0362504999058888,361.38,5.892693385007961,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
54,1,31,618,542,67,0,2,1.0864246625329645,1.7206144537062162,-0.2067936485059295,0.6073349335786908,168.34,5.131908528214131,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
67,0,34,432,332,96,1,3,-1.218414953583275,0.5197537733782326,-0.2067936485059295,-1.2375993779041512,82.01,4.418961082466944,-0.9659258262890683,-0.25881904510252063,0.0,1.0
138,1,36,477,200,29,2,0,-0.6000433492594058,0.5340497338583277,-0.2067936485059295,-0.920623122869612,154.71,5.047995302853334,-0.8660254037844385,-0.5000000000000004,0.0,1.0
38,1,29,304,143,59,0,0,1.2550714637122016,-0.052084645825569126,-0.2067936485059295,1.1497272373215643,228.4,5.435467204695271,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
176,0,5,215,106,20,2,2,1.9296586684291497,0.13376284041566644,4.772110297630446,0.031897882170397865,66.9,4.21803603456465,-0.8660254037844385,-0.5000000000000004,0.0,1.0
318,1,29,611,280,10,0,0,-0.6000433492594058,0.3624982080971871,-0.2067936485059295,1.2345954207266996,43.73,3.8006444174447567,-0.8660254037844385,-0.5000000000000004,0.0,1.0
422,1,4,256,326,19,0,3,-1.105983752797117,-0.5667392231089906,-0.2067936485059295,-1.163089728062664,43.46,3.7945899085360506,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
31,1,37,279,92,81,0,1,-0.15031854611477377,-1.2243534051933627,-0.2067936485059295,-0.1656808895823609,46.53,3.861361090625918,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
466,1,38,34,228,63,1,3,-1.387061754762512,-0.7525867093502262,-0.2067936485059295,-1.2164720718238398,421.52,6.046236782954962,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
429,1,18,135,428,34,1,1,-0.8811213512248008,-0.8383624722307964,-0.2067936485059295,0.9774140570876635,617.36,6.427070812128133,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
211,1,8,111,497,54,0,1,0.8615622609606484,-1.038505918952127,-0.2067936485059295,-1.205467411909192,423.11,6.049992855547051,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
302,1,14,195,312,94,2,2,1.3675026644983594,0.4625699314578524,-0.2067936485059295,-0.10365275988637808,468.32,6.151284838555423,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
177,1,2,333,133,29,2,0,0.9177778613537274,0.5483456943384226,-0.2067936485059295,2.1598663033126373,994.63,6.903375702622826,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
241,0,28,429,13,34,1,0,0.9177778613537274,0.5912335757787078,-0.2067936485059295,1.9227251125284215,331.22,5.805797400062931,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
357,1,1,362,473,17,2,3,-1.162199353190196,-0.9241382351113667,-0.2067936485059295,-0.8034742618490492,644.08,6.469374340112315,-0.9659258262890683,-0.25881904510252063,0.0,1.0
79,0,27,65,488,7,1,3,-1.218414953583275,-0.38089173686775507,-0.2067936485059295,-1.0729551020981887,315.39,5.756975629831453,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
422,1,40,218,132,64,0,1,-0.7686901504386429,-1.1099857213526023,-0.2067936485059295,0.07709083083199651,270.25,5.603040904854669,-0.8660254037844385,-0.5000000000000004,0.0,1.0
265,1,32,9,5,80,0,0,0.35562185742293734,0.7484891410597533,-0.2067936485059295,2.121514089192577,114.03,4.745192963907919,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
8,1,33,509,268,90,0,2,1.5361494656775965,-0.03778868534547408,-0.2067936485059295,-0.6934507386436789,74.85,4.328757705794541,-0.9659258262890683,-0.25881904510252063,0.0,1.0
492,1,37,193,568,75,0,1,-0.8811213512248008,-0.9670261165516518,-0.2067936485059295,0.9174396861502158,1095.09,6.999504580924883,-0.9659258262890683,-0.25881904510252063,0.0,1.0
298,1,30,531,353,64,0,1,0.5804842589952534,0.005099196094811046,-0.2067936485059295,1.2081427002375522,736.53,6.603306765352751,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
229,0,36,25,69,77,2,0,0.018328255064463266,2.249564991469733,-0.2067936485059295,1.7013294055596417,25.77,3.2872818575322613,-0.9659258262890683,-0.25881904510252063,0.0,1.0
238,0,0,513,579,53,1,2,0.8053466605675694,-0.19504425062651956,-0.2067936485059295,0.7266529330633243,18.68,2.9796028916241073,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
98,1,14,406,140,85,1,0,0.4680530582090954,-1.1814655237530776,-0.2067936485059295,0.842673636963094,224.22,5.417077702268879,-1.0,-1.8369701987210297e-16,0.0,1.0
123,1,29,40,404,34,0,3,-1.49949295554867,-1.4387928123947882,-0.2067936485059295,0.9631864573983857,178.91,5.192456725848528,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
47,1,32,127,524,67,2,1,0.8615622609606484,0.6913052991393731,-0.2067936485059295,-0.33540700041880595,504.63,6.225805176515408,-0.9659258262890683,-0.25881904510252063,0.0,1.0
334,0,33,362,12,44,2,2,0.5242686586021743,0.24813052425642676,-0.2067936485059295,-0.8511953080586074,256.66,5.551640886363379,-0.9659258262890683,-0.25881904510252063,0.0,1.0
334,1,16,52,568,54,1,3,-1.162199353190196,-0.7096988279099411,-0.2067936485059295,-1.06491441861908,52.87,3.9865737366924425,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
455,1,16,171,566,62,2,1,0.1869750562437003,0.8485608644204186,-0.2067936485059295,-0.06652869863190822,26.5,3.3141860046725258,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
319,0,39,337,109,37,2,3,-1.0497681524040379,1.8778700189872617,-0.2067936485059295,-0.8897603336355452,43.88,3.803992261214441,-0.9659258262890683,-0.25881904510252063,0.0,1.0
82,1,13,374,439,3,0,2,1.8734430680360705,-0.16645232966632947,-0.2067936485059295,0.6274161303288122,3.44,1.4906543764441333,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
412,1,29,656,527,87,0,0,1.0302090621398854,0.8628568249005136,-0.2067936485059295,0.7259350148955468,361.27,5.8923897901667415,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
129,1,11,139,517,37,1,3,-0.9373369516178799,-0.7096988279099411,-0.2067936485059295,-1.1014769653066097,235.4,5.465525285531943,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
257,1,6,305,218,70,1,2,0.8053466605675694,-0.43807557878813524,-0.2067936485059295,0.6477332144769177,508.73,6.233881173765777,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
483,1,23,467,198,86,1,0,-0.4313965480801688,-0.5381473021488006,-0.2067936485059295,1.9005363131571815,167.44,5.126579603293727,-0.8660254037844385,-0.5000000000000004,0.0,1.0
459,1,35,345,21,62,0,1,0.2431906566367793,0.7627851015398482,-0.2067936485059295,0.7335269995197948,14.0,2.70805020110221,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
137,1,36,100,591,16,0,0,-0.6562589496524849,-0.9527301560715568,-0.2067936485059295,1.227034204023928,119.61,4.792562199595151,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
179,1,26,82,437,91,0,1,0.018328255064463266,-1.5388645357554536,-0.2067936485059295,-0.1850108362497723,321.93,5.7774355814696055,-1.0,-1.8369701987210297e-16,0.0,1.0
262,0,21,511,5,43,2,2,0.5804842589952534,-1.1242816818326973,-0.2067936485059295,-0.8141481666078281,11.3,2.509599262378372,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
216,0,19,205,451,77,1,0,0.35562185742293734,0.5626416548185177,-0.2067936485059295,1.3139228142726656,463.11,6.140121593095365,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
206,1,24,103,163,88,1,3,-1.49949295554867,0.13376284041566644,-0.2067936485059295,-1.117276292984629,1241.05,7.12451851933206,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
268,1,35,464,353,64,2,2,1.8734430680360705,-0.18074829014642452,4.772110297630446,0.4837991648583639,337.73,5.825203329860541,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
475,1,22,441,361,54,1,1,-0.4313965480801688,-0.9098422746312717,-0.2067936485059295,-0.9992890061038403,292.95,5.683409684848264,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
108,1,7,285,306,61,0,0,-0.09410294572169475,-1.0670978399123172,-0.2067936485059295,1.2136142622733999,19.39,3.015044584586364,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
20,1,20,191,531,52,0,0,1.0864246625329645,1.7777982956265963,-0.2067936485059295,-1.2582036293193677,762.74,6.638227417110398,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
169,1,9,619,59,60,1,3,-0.9373369516178799,-0.06638060630566417,-0.2067936485059295,-1.1159840402826293,165.55,5.1152955646396885,-1.0,-1.8369701987210297e-16,0.0,1.0
283,0,25,650,237,27,2,3,-1.105983752797117,-0.8240665117507014,-0.2067936485059295,-0.7991898287834909,73.01,4.304200219209375,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
168,1,37,168,467,83,0,2,0.6929154597814113,0.7341931805796582,-0.2067936485059295,0.3101886039355509,171.11,5.14813380728189,-0.8660254037844385,-0.5000000000000004,0.0,1.0
150,1,36,323,371,82,0,1,0.41183745781601633,0.10517091945547634,-0.2067936485059295,-0.3374761431380791,99.52,4.610356712675391,-0.9659258262890683,-0.25881904510252063,0.0,1.0
261,0,19,169,430,59,1,0,-0.09410294572169475,-0.2665240530269948,-0.2067936485059295,1.3368474797658774,444.89,6.100072284828913,-0.8660254037844385,-0.5000000000000004,0.0,1.0
104,1,6,60,70,45,2,3,-1.162199353190196,-1.4387928123947882,-0.2067936485059295,-0.8482056916885051,169.47,5.138559328162834,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
4,1,29,215,434,79,1,3,-1.274630553976354,0.13376284041566644,-0.2067936485059295,-1.159712948680653,107.48,4.686565824192085,-1.0,-1.8369701987210297e-16,0.0,1.0
134,1,14,261,468,33,1,0,0.2994062570298583,-0.36659577638766006,-0.2067936485059295,0.8582088733151092,642.68,6.467201708201478,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
296,1,36,638,181,9,1,0,0.35562185742293734,0.8485608644204186,-0.2067936485059295,1.6086102741911672,103.15,4.645832167706981,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
324,1,5,286,103,99,0,2,1.0864246625329645,-0.15215636918623443,-0.2067936485059295,-0.7204162578240961,193.16,5.268682561418346,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
392,1,18,514,170,41,1,1,-0.4313965480801688,0.8056729829801335,-0.2067936485059295,-0.3147386491671807,193.82,5.27207605534281,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
51,1,23,667,524,4,2,3,-1.0497681524040379,-0.16645232966632947,-0.2067936485059295,-1.2334405805179538,38.15,3.667400422436812,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
105,1,35,421,492,81,2,1,0.5804842589952534,1.692022532746026,-0.2067936485059295,-0.7380719167645119,1830.0,7.5126175446745105,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
415,1,0,98,225,45,0,3,-1.387061754762512,-0.22363617158670962,-0.2067936485059295,1.10578808146012,1021.16,6.929673314283067,-0.9659258262890683,-0.25881904510252063,0.0,1.0
397,1,11,254,127,66,1,1,0.7491310601744904,-1.0813938003924122,-0.2067936485059295,-0.6365967477426074,137.81,4.9331060915870175,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
389,1,7,239,305,93,0,1,0.07454385545754227,0.7913770225000384,-0.2067936485059295,-0.9635059134270405,451.15,6.1140139831864895,-0.8660254037844385,-0.5000000000000004,0.0,1.0
384,0,13,239,346,48,1,1,-0.7686901504386429,-1.5245685752753584,-0.2067936485059295,-0.14544072523794577,131.93,4.889822673879508,-0.9659258262890683,-0.25881904510252063,0.0,1.0
337,1,27,372,508,19,1,2,0.7491310601744904,-0.35229981590756504,-0.2067936485059295,0.5302125744051844,96.54,4.5802625502819065,-0.9659258262890683,-0.25881904510252063,0.0,1.0
116,1,10,614,326,40,2,3,-1.218414953583275,-1.4387928123947882,-0.2067936485059295,-0.8557053725483245,185.97,5.230948176177183,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
2,1,35,279,363,87,0,2,1.8172274676429916,-0.4809634602284204,-0.2067936485059295,-0.3191999977812271,20.17,3.0525850851467737,-0.8660254037844385,-0.5000000000000004,0.0,1.0
247,1,30,283,88,8,1,2,0.4680530582090954,0.648417417699088,-0.2067936485059295,-0.5076278768882782,1026.46,6.93484501617223,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
269,1,3,409,32,58,0,3,-1.443277355155591,0.6341214572189929,-0.2067936485059295,-1.113781569903626,792.57,6.676541752836779,-0.8660254037844385,-0.5000000000000004,0.0,1.0
226,1,33,371,315,32,0,2,0.4680530582090954,-0.8955463141511766,-0.2067936485059295,-0.31207209597257823,115.92,4.761489940243045,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
287,1,27,101,519,49,0,1,0.2994062570298583,0.7770810620199433,-0.2067936485059295,-0.2571487921441371,743.03,6.612081356600804,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
179,1,5,519,454,23,0,0,0.5804842589952534,-1.1814655237530776,-0.2067936485059295,-0.9230281487316668,40.9,3.735285826928092,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
298,1,15,366,524,8,1,3,-1.162199353190196,0.5912335757787078,-0.2067936485059295,1.0725689822396691,865.17,6.764081194147044,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
260,1,24,449,117,66,2,1,-0.4313965480801688,-0.2808200135070898,-0.2067936485059295,-0.31476941708865686,653.97,6.484589433059613,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434
435,1,19,606,272,18,0,0,0.8053466605675694,2.564076122031824,-0.2067936485059295,0.567723798671563,201.69,5.311677718249873,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
437,1,24,289,123,44,2,2,1.9296586684291497,-0.9813220770317469,-0.2067936485059295,-0.20624839404870687,100.27,4.617790217344194,-0.9659258262890683,-0.25881904510252063,0.0,1.0
282,1,32,611,172,69,2,1,0.6366998593883324,2.120901347148877,-0.2067936485059295,1.151086153853429,199.54,5.301013728095779,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
285,1,5,445,318,10,2,3,-1.105983752797117,0.34820224761709206,-0.2067936485059295,-0.8190248821618028,293.85,5.686466752446513,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
225,1,26,326,20,62,2,1,0.5804842589952534,-1.1814655237530776,-0.2067936485059295,1.1438274883785065,21.21,3.100542637906336,-0.8660254037844385,-0.5000000000000004,0.0,1.0
9,1,25,346,316,69,0,0,-0.2627497469009318,0.3624982080971871,-0.2067936485059295,0.8754542933025092,7.56,2.1471001901536506,-0.8660254037844385,-0.5000000000000004,0.0,1.0
26,1,28,393,434,28,1,0,1.0302090621398854,-0.02349272486537904,-0.2067936485059295,2.1725273030000865,262.06,5.572382143040633,-0.8660254037844385,-0.5000000000000004,0.0,1.0
483,1,41,57,510,90,0,0,0.1869750562437003,1.1916639159426996,-0.2067936485059295,1.0221377949467503,209.09,5.347536010335536,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
252,1,23,128,250,7,0,2,0.6929154597814113,0.2767224452166169,-0.2067936485059295,0.006893817984087222,166.68,5.122057401132677,-1.0,-1.8369701987210297e-16,0.0,1.0
423,1,24,68,151,50,1,3,-1.218414953583275,-1.009913997991937,-0.2067936485059295,-1.1082433440379131,141.91,4.962215061493703,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
266,1,30,127,529,9,1,3,-1.387061754762512,0.4911618524180425,-0.2067936485059295,-1.1947294073140045,206.84,5.3367685529222895,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434
33,1,27,444,133,57,2,2,0.35562185742293734,-1.1099857213526023,-0.2067936485059295,0.259526657231561,171.16,5.14842427697342,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
188,1,10,63,102,50,1,3,-0.9935525520109589,-1.1671695632729824,-0.2067936485059295,-1.1343473614169972,15.74,2.8178010650613294,-0.8660254037844385,-0.5000000000000004,0.0,1.0
453,1,14,510,151,87,1,0,0.8053466605675694,-1.2815372471137427,-0.2067936485059295,0.9639864233567667,46.12,3.8526975393433314,-0.9659258262890683,-0.25881904510252063,0.0,1.0
245,0,17,248,589,33,0,2,1.8734430680360705,-0.1092684877459493,-0.2067936485059295,0.06793224620591962,160.52,5.084628974004582,-0.8660254037844385,-0.5000000000000004,0.0,1.0
335,1,2,261,433,46,1,2,1.5361494656775965,-0.20934021110661458,-0.2067936485059295,0.5411967223721814,212.14,5.36194922679281,-0.9659258262890683,-0.25881904510252063,0.0,1.0
83,1,4,527,589,40,2,1,-1.0497681524040379,-0.8240665117507014,-0.2067936485059295,0.8287691004493158,407.65,6.0128590439621385,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
57,1,26,199,365,25,0,1,-0.6000433492594058,0.4339780104976623,-0.2067936485059295,0.8642804098197424,65.11,4.191320021345486,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
357,1,30,468,554,65,2,3,-1.105983752797117,-0.15215636918623443,-0.2067936485059295,0.22148212232626197,45.77,3.845241971737795,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
490,1,24,666,468,45,2,1,-0.8249057508317219,-1.338721089034123,-0.2067936485059295,-0.13802565616218612,58.94,4.0933440618885175,-0.8660254037844385,-0.5000000000000004,0.0,1.0
233,0,33,398,422,24,0,1,0.1307594558506213,-0.8669543931909865,-0.2067936485059295,0.6794216096039287,885.33,6.787089341755503,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
129,0,15,99,279,38,2,1,0.2994062570298583,2.392524596270683,-0.2067936485059295,0.033749085445881545,88.29,4.491889499529125,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
158,1,1,647,111,70,1,0,1.1426402629260435,1.1916639159426996,-0.2067936485059295,1.3945373325337187,757.1,6.630815303062258,-0.9659258262890683,-0.25881904510252063,0.0,1.0
23,1,20,364,241,69,2,3,-1.105983752797117,0.13376284041566644,-0.2067936485059295,-1.1295834615751017,69.28,4.252487263318897,-0.8660254037844385,-0.5000000000000004,0.0,1.0
141,1,30,453,9,28,0,1,-0.6000433492594058,0.319610326656902,-0.2067936485059295,-0.1735369655326128,281.47,5.643572350257175,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
328,1,28,81,449,14,0,2,1.5361494656775965,-0.42377961830804023,-0.2067936485059295,-0.4601196421355967,124.35,4.831109824604303,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
442,1,1,654,300,65,1,0,-0.8249057508317219,-0.12356444822604433,-0.2067936485059295,0.33294660985410024,211.69,5.359835706526454,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
428,1,2,373,491,69,1,3,-1.443277355155591,-0.7382907488701311,-0.2067936485059295,-0.8418418599298482,1282.86,7.157626444037326,-0.8660254037844385,-0.5000000000000004,0.0,1.0
275,1,14,134,114,92,1,1,-0.15031854611477377,-0.6525149859895609,-0.2067936485059295,0.4546516872465943,144.93,4.983127054679654,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336
33,0,28,233,53,22,2,2,0.8053466605675694,0.11946687993557138,-0.2067936485059295,0.6441333676642044,206.63,5.335757649521882,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
81,1,42,652,77,75,0,2,1.8734430680360705,0.7056012596194681,-0.2067936485059295,-0.4177445222825251,609.52,6.414311053046921,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
375,1,39,194,275,62,1,2,1.0864246625329645,-0.18074829014642452,-0.2067936485059295,-0.043880944431981976,51.0,3.9512437185814275,-0.8660254037844385,-0.5000000000000004,0.0,1.0
385,0,26,318,416,93,2,1,0.8053466605675694,0.319610326656902,-0.2067936485059295,0.20042917205618455,583.3,6.370414549560391,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
291,1,15,472,439,24,0,2,1.3675026644983594,0.019395156574906088,-0.2067936485059295,-0.8879040023731489,53.57,3.9994842811981406,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434
382,0,30,143,459,58,1,0,0.7491310601744904,1.1201841135422244,1.4528410002061958,0.8480605872148819,362.04,5.894513021031532,-0.8660254037844385,-0.5000000000000004,0.0,1.0
12,1,39,597,259,2,0,2,1.5361494656775965,-0.12356444822604433,-0.2067936485059295,-0.3777359683896632,33.46,3.5397992310997837,-0.8660254037844385,-0.5000000000000004,0.0,1.0
138,1,32,420,91,25,2,3,-1.0497681524040379,0.5483456943384226,-0.2067936485059295,-0.9025931208845694,241.45,5.490795503551361,-0.8660254037844385,-0.5000000000000004,0.0,1.0
161,0,17,209,449,64,2,3,-1.0497681524040379,-1.2815372471137427,-0.2067936485059295,-0.8860681830584034,388.77,5.965556821566797,-0.8660254037844385,-0.5000000000000004,0.0,1.0
